id,Line,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,Entrance Type,Entry,ADA,Free Crossover,Entrance Latitude,Entrance Longitude
1490,Nostrand,Beverly Rd,2,5,,,,,,,,,,Stair,1,0,0,40.645046,-73.948684
1491,Nostrand,Beverly Rd,2,5,,,,,,,,,,Stair,1,0,0,40.645016,-73.949213
1492,Nostrand,Church Av,2,5,,,,,,,,,,Elevator,1,1,0,40.650748,-73.949384
1493,Nostrand,Church Av,2,5,,,,,,,,,,Stair,1,1,0,40.65064,-73.949429
1494,Nostrand,Church Av,2,5,,,,,,,,,,Stair,1,1,0,40.65091,-73.949416
1495,Nostrand,Church Av,2,5,,,,,,,,,,Elevator,1,1,0,40.65064,-73.949677
1496,Nostrand,Church Av,2,5,,,,,,,,,,Elevator,1,1,0,40.650717,-73.949741
1497,Nostrand,Church Av,2,5,,,,,,,,,,Stair,1,1,0,40.650894,-73.949819
1498,Nostrand,Church Av,2,5,,,,,,,,,,Stair,1,1,0,40.650969,-73.949714
1499,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Elevator,1,1,1,40.632463,-73.947518
1500,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.632359,-73.947389
1501,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.632324,-73.947482
1502,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.63275,-73.947375
1503,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.632868,-73.947547
1504,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.631845,-73.947665
1505,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.63327,-73.947929
1506,Nostrand,Flatbush Av-Brooklyn College,2,5,,,,,,,,,,Stair,1,1,1,40.633297,-73.947836
1507,Nostrand,Newkirk Av,2,5,,,,,,,,,,Stair,1,0,0,40.639924,-73.948161
1508,Nostrand,Newkirk Av,2,5,,,,,,,,,,Stair,1,0,0,40.639883,-73.948701
1509,Nostrand,Newkirk Av,2,5,,,,,,,,,,Stair,0,0,0,40.640743,-73.948597
1510,Nostrand,President St,2,5,,,,,,,,,,Stair,1,0,1,40.668166,-73.950862
1511,Nostrand,President St,2,5,,,,,,,,,,Stair,1,0,1,40.668145,-73.950458
1512,Nostrand,Sterling St,2,5,,,,,,,,,,Stair,1,0,1,40.66329,-73.951044
1513,Nostrand,Sterling St,2,5,,,,,,,,,,Stair,1,0,1,40.663226,-73.95067
1514,Nostrand,Winthrop St,2,5,,,,,,,,,,Stair,1,0,0,40.657184,-73.949976
1515,Nostrand,Winthrop St,2,5,,,,,,,,,,Stair,1,0,0,40.656171,-73.950346
1516,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810282,-73.925386
1517,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810102,-73.925641
1518,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810241,-73.925267
1519,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810019,-73.925438
1520,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810831,-73.926655
1521,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810712,-73.92705
1522,Pelham,138th St-3rd Ave,6,,,,,,,,,,,Stair,1,0,1,40.810638,-73.926883
1523,Pelham,Brook Av,6,,,,,,,,,,,Stair,1,0,0,40.807747,-73.919347
1524,Pelham,Brook Av,6,,,,,,,,,,,Stair,1,0,0,40.80758,-73.918957
1525,Pelham,Brook Av,6,,,,,,,,,,,Stair,1,0,0,40.807467,-73.919448
1526,Pelham,Brook Av,6,,,,,,,,,,,Stair,1,0,0,40.807355,-73.919219
1527,Pelham,Buhre Av,6,,,,,,,,,,,Stair,1,0,0,40.846891,-73.832639
1528,Pelham,Buhre Av,6,,,,,,,,,,,Stair,1,0,0,40.846795,-73.832405
1529,Pelham,Buhre Av,6,,,,,,,,,,,Stair,1,0,0,40.847185,-73.832264
1530,Pelham,Castle Hill Av,6,,,,,,,,,,,Stair,1,0,1,40.834093,-73.851857
1531,Pelham,Castle Hill Av,6,,,,,,,,,,,Stair,1,0,1,40.834321,-73.85144
1532,Pelham,Cypress Av,6,,,,,,,,,,,Stair,1,0,0,40.805234,-73.913391
1533,Pelham,Cypress Av,6,,,,,,,,,,,Stair,1,0,0,40.805155,-73.913208
1534,Pelham,Cypress Av,6,,,,,,,,,,,Stair,1,0,0,40.805171,-73.913933
1535,Pelham,Cypress Av,6,,,,,,,,,,,Stair,1,0,0,40.805047,-73.913524
1536,Pelham,East 143rd St-St Mary's St,6,,,,,,,,,,,Stair,1,0,0,40.808179,-73.908065
1537,Pelham,East 143rd St-St Mary's St,6,,,,,,,,,,,Stair,1,0,0,40.808322,-73.908002
1538,Pelham,East 143rd St-St Mary's St,6,,,,,,,,,,,Stair,1,0,0,40.80803,-73.90772
1539,Pelham,East 143rd St-St Mary's St,6,,,,,,,,,,,Stair,1,0,0,40.80834,-73.907618
1540,Pelham,East 149th St,6,,,,,,,,,,,Stair,1,0,0,40.812331,-73.904102
1541,Pelham,East 149th St,6,,,,,,,,,,,Stair,1,0,0,40.812367,-73.903797
1542,Pelham,East 149th St,6,,,,,,,,,,,Stair,1,0,0,40.811887,-73.904145
1543,Pelham,East 149th St,6,,,,,,,,,,,Stair,1,0,0,40.812027,-73.903869
1544,Pelham,Elder Av,6,,,,,,,,,,,Stair,1,0,1,40.828688,-73.879018
1545,Pelham,Elder Av,6,,,,,,,,,,,Stair,1,0,1,40.82846,-73.879362
1546,Pelham,Hunts Point Av,6,,,,,,,,,,,Stair,1,0,1,40.820591,-73.890836
1547,Pelham,Hunts Point Av,6,,,,,,,,,,,Stair,1,0,1,40.820819,-73.890442
1548,Pelham,Hunts Point Av,6,,,,,,,,,,,Stair,0,0,1,40.820614,-73.891519
1549,Pelham,Longwood Av,6,,,,,,,,,,,Stair,1,0,0,40.816263,-73.896506
1550,Pelham,Longwood Av,6,,,,,,,,,,,Stair,1,0,0,40.81652,-73.896224
1551,Pelham,Longwood Av,6,,,,,,,,,,,Stair,1,0,0,40.816137,-73.896133
1552,Pelham,Longwood Av,6,,,,,,,,,,,Stair,1,0,0,40.816367,-73.895924
1553,Pelham,Middletown Rd,6,,,,,,,,,,,Stair,1,0,1,40.843935,-73.836386
1554,Pelham,Middletown Rd,6,,,,,,,,,,,Stair,1,0,1,40.843609,-73.836478
1555,Pelham,Morrison Av-Soundview Av,6,,,,,,,,,,,Stair,1,0,1,40.829517,-73.87486
1556,Pelham,Morrison Av-Soundview Av,6,,,,,,,,,,,Stair,1,0,1,40.829371,-73.874731
1557,Pelham,Morrison Av-Soundview Av,6,,,,,,,,,,,Stair,1,0,1,40.829641,-73.874447
1558,Pelham,Parkchester-East 177th St,6,,,,,,,,,,,Stair,1,0,1,40.833225,-73.860888
1559,Pelham,Pelham Bay Park,6,,,,,,,,,,,Door,1,1,1,40.852377,-73.825986
1560,Pelham,Pelham Bay Park,6,,,,,,,,,,,Elevator,1,1,1,40.852803,-73.827195
1561,Pelham,Pelham Bay Park,6,,,,,,,,,,,Elevator,1,1,1,40.853041,-73.826991
1562,Pelham,Pelham Bay Park,6,,,,,,,,,,,Stair,1,1,1,40.853012,-73.827172
1563,Pelham,Pelham Bay Park,6,,,,,,,,,,,Stair,1,1,1,40.852824,-73.827035
1564,Pelham,St Lawrence Av,6,,,,,,,,,,,Stair,1,0,1,40.831765,-73.867078
1565,Pelham,St Lawrence Av,6,,,,,,,,,,,Stair,1,0,1,40.831466,-73.86741
1566,Pelham,Westchester Square-East Tremont Av,6,,,,,,,,,,,Stair,1,0,1,40.840128,-73.842875
1567,Pelham,Whitlock Av,6,,,,,,,,,,,Stair,1,0,1,40.827298,-73.886256
1568,Pelham,Whitlock Av,6,,,,,,,,,,,Stair,1,0,1,40.827295,-73.886082
1569,Pelham,Zerega Av,6,,,,,,,,,,,Stair,1,0,1,40.836954,-73.846653
1570,Pelham,Zerega Av,6,,,,,,,,,,,Stair,1,0,1,40.836613,-73.846726
1571,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.710563,-73.792853
1572,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.710968,-73.792761
1573,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.710495,-73.793022
1574,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.71083,-73.793248
1575,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.709812,-73.794712
1576,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.710154,-73.794922
1577,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.709852,-73.794564
1578,Queens Boulevard,169th St,F,,,,,,,,,,,Stair,1,0,1,40.710184,-73.79473
1579,Queens Boulevard,23rd St-Ely Av,E,G,M,7,,,,,,,,Easement,1,0,1,40.747371,-73.944287
1580,Queens Boulevard,23rd St-Ely Av,E,G,M,7,,,,,,,,Stair,1,0,1,40.747954,-73.94724
1581,Queens Boulevard,23rd St-Ely Av,E,G,M,7,,,,,,,,Stair,1,0,1,40.748195,-73.947163
1582,Queens Boulevard,23rd St-Ely Av,E,G,M,7,,,,,,,,Stair,1,0,1,40.747706,-73.944626
1583,Queens Boulevard,36th St,M,R,,,,,,,,,,Stair,1,0,0,40.752232,-73.928775
1584,Queens Boulevard,36th St,M,R,,,,,,,,,,Stair,1,0,0,40.752198,-73.929263
1585,Queens Boulevard,36th St,M,R,,,,,,,,,,Stair,1,0,0,40.751868,-73.930585
1586,Queens Boulevard,36th St,M,R,,,,,,,,,,Stair,1,0,0,40.752238,-73.927662
1587,Queens Boulevard,36th St,M,R,,,,,,,,,,Stair,1,0,0,40.75193,-73.927141
1588,Queens Boulevard,46th St,M,R,,,,,,,,,,Stair,1,0,0,40.756868,-73.914303
1589,Queens Boulevard,46th St,M,R,,,,,,,,,,Stair,1,0,0,40.756029,-73.91218
1590,Queens Boulevard,46th St,M,R,,,,,,,,,,Stair,1,0,0,40.756624,-73.914407
1591,Queens Boulevard,46th St,M,R,,,,,,,,,,Stair,1,0,0,40.755813,-73.912642
1592,Queens Boulevard,5th Av-53rd St,E,M,,,,,,,,,,Easement,1,0,1,40.760422,-73.976146
1593,Queens Boulevard,5th Av-53rd St,E,M,,,,,,,,,,Stair,1,0,1,40.760373,-73.975562
1594,Queens Boulevard,5th Av-53rd St,E,M,,,,,,,,,,Stair,1,0,1,40.760267,-73.975638
1595,Queens Boulevard,5th Av-53rd St,E,M,,,,,,,,,,Easement,1,0,1,40.759721,-73.973858
1596,Queens Boulevard,5th Av-53rd St,E,M,,,,,,,,,,Stair,1,0,1,40.759556,-73.974068
1597,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,1,0,1,40.729953,-73.862699
1598,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,1,0,1,40.729265,-73.860814
1599,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,0,0,1,40.730417,-73.862373
1600,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,0,0,1,40.730037,-73.861343
1601,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,0,0,1,40.729574,-73.861751
1602,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,0,0,1,40.728847,-73.859668
1603,Queens Boulevard,63rd Drive-Rego Park,M,R,,,,,,,,,,Stair,0,0,1,40.729774,-73.860489
1604,Queens Boulevard,65th St,M,R,,,,,,,,,,Stair,1,0,1,40.749145,-73.897495
1605,Queens Boulevard,65th St,M,R,,,,,,,,,,Stair,1,0,1,40.74933,-73.897382
1606,Queens Boulevard,67th Av,M,R,,,,,,,,,,Stair,1,0,1,40.726598,-73.853534
1607,Queens Boulevard,67th Av,M,R,,,,,,,,,,Stair,1,0,1,40.727073,-73.853226
1608,Queens Boulevard,67th Av,M,R,,,,,,,,,,Stair,1,0,1,40.72603,-73.852186
1609,Queens Boulevard,67th Av,M,R,,,,,,,,,,Stair,1,0,1,40.726367,-73.851592
1610,Queens Boulevard,75th Av,E,F,,,,,,,,,,Stair,1,0,0,40.717895,-73.836743
1611,Queens Boulevard,75th Av,E,F,,,,,,,,,,Stair,1,0,0,40.719061,-73.837916
1612,Queens Boulevard,75th Av,E,F,,,,,,,,,,Stair,1,0,0,40.718574,-73.838257
1613,Queens Boulevard,7th Av,B,D,E,,,,,,,,,Stair,1,0,1,40.762937,-73.981578
1614,Queens Boulevard,7th Av,B,D,E,,,,,,,,,Stair,1,0,1,40.762793,-73.98169
1615,Queens Boulevard,7th Av,B,D,E,,,,,,,,,Stair,1,0,1,40.763141,-73.982666
1616,Queens Boulevard,7th Av,B,D,E,,,,,,,,,Stair,1,0,1,40.763388,-73.982495
1617,Queens Boulevard,Briarwood-Van Wyck Blvd,F,,,,,,,,,,,Stair,1,0,0,40.708068,-73.820111
1618,Queens Boulevard,Briarwood-Van Wyck Blvd,F,,,,,,,,,,,Stair,1,0,0,40.709316,-73.819773
1619,Queens Boulevard,Briarwood-Van Wyck Blvd,F,,,,,,,,,,,Stair,1,0,0,40.709681,-73.819601
1620,Queens Boulevard,Elmhurst Av,M,R,,,,,,,,,,Stair,1,0,0,40.741729,-73.881135
1621,Queens Boulevard,Elmhurst Av,M,R,,,,,,,,,,Stair,1,0,0,40.742066,-73.881039
1622,Queens Boulevard,Elmhurst Av,M,R,,,,,,,,,,Stair,1,0,0,40.741861,-73.881457
1623,Queens Boulevard,Elmhurst Av,M,R,,,,,,,,,,Stair,1,0,0,40.742937,-73.882708
1624,Queens Boulevard,Elmhurst Av,M,R,,,,,,,,,,Stair,1,0,0,40.742791,-73.883025
1625,Queens Boulevard,Forest Hills-71st Av,E,F,M,R,,,,,,,,Stair,1,0,1,40.7211,-73.844039
1626,Queens Boulevard,Forest Hills-71st Av,E,F,M,R,,,,,,,,Stair,1,0,1,40.72149,-73.843389
1627,Queens Boulevard,Forest Hills-71st Av,e,F,M,R,,,,,,,,Stair,1,0,1,40.722269,-73.845153
1628,Queens Boulevard,Forest Hills-71st Av,E,F,M,R,,,,,,,,Stair,1,0,1,40.721409,-73.844632
1629,Queens Boulevard,Forest Hills-71st Av,E,F,M,R,,,,,,,,Stair,1,0,1,40.721916,-73.844352
1630,Queens Boulevard,Grand Av-Newtown,M,R,,,,,,,,,,Stair,1,0,1,40.735888,-73.876886
1631,Queens Boulevard,Grand Av-Newtown,M,R,,,,,,,,,,Stair,1,0,1,40.736277,-73.876424
1632,Queens Boulevard,Grand Av-Newtown,M,R,,,,,,,,,,Stair,1,0,1,40.736075,-73.877167
1633,Queens Boulevard,Grand Av-Newtown,M,R,,,,,,,,,,Stair,1,0,1,40.737354,-73.877191
1634,Queens Boulevard,Grand Av-Newtown,M,R,,,,,,,,,,Stair,1,0,1,40.737477,-73.877424
1635,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Door,1,1,1,40.746784,-73.890958
1636,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Door,1,1,1,40.746597,-73.890955
1637,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Stair,1,1,1,40.747238,-73.892146
1638,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Stair,1,1,1,40.747034,-73.892555
1639,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Stair,0,1,1,40.745988,-73.890208
1640,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Stair,0,1,1,40.746391,-73.890285
1641,Queens Boulevard,Jackson Heights-Roosevelt Ave,E,F,M,R,7,,,,,,,Stair,0,1,1,40.746527,-73.891461
1642,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Elevator,1,1,1,40.712581,-73.783377
1643,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712865,-73.782418
1644,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.713207,-73.782119
1645,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712723,-73.782637
1646,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.713113,-73.782624
1647,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712723,-73.783035
1648,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.71294,-73.783179
1649,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712669,-73.783274
1650,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712892,-73.783363
1651,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712548,-73.783427
1652,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.71264,-73.784411
1653,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712295,-73.78428
1654,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712575,-73.784669
1655,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.71224,-73.784456
1656,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712483,-73.785064
1657,Queens Boulevard,Jamaica-179th St,F,,,,,,,,,,,Stair,1,1,1,40.712242,-73.784968
1658,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Elevator,1,1,1,40.714001,-73.831166
1659,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.713663,-73.830011
1660,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.714073,-73.829917
1661,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.713967,-73.831303
1662,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.714145,-73.830886
1663,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.715019,-73.83162
1664,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.714673,-73.832151
1665,Queens Boulevard,Kew Gardens-Union Turnpike,E,F,,,,,,,,,,Stair,1,1,1,40.714929,-73.831501
1666,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Easement,1,1,1,40.758329,-73.970567
1667,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Easement,1,1,1,40.75812,-73.970958
1668,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Easement,1,1,1,40.757784,-73.971098
1669,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Elevator,1,1,1,40.757804,-73.971141
1670,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Easement,1,1,1,40.757475,-73.969255
1671,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Easement,1,1,1,40.757718,-73.969161
1672,Queens Boulevard,Lexington Av-53rd St,E,M,6,,,,,,,,,Easement,1,1,1,40.757685,-73.969125
1673,Queens Boulevard,Northern Blvd,M,R,,,,,,,,,,Stair,1,0,0,40.753086,-73.907119
1674,Queens Boulevard,Northern Blvd,M,R,,,,,,,,,,Stair,1,0,0,40.753428,-73.906847
1675,Queens Boulevard,Parsons Blvd,F,,,,,,,,,,,Stair,1,0,1,40.707473,-73.802797
1676,Queens Boulevard,Parsons Blvd,F,,,,,,,,,,,Stair,1,0,1,40.707873,-73.802999
1677,Queens Boulevard,Parsons Blvd,F,,,,,,,,,,,Stair,1,0,1,40.707563,-73.802611
1678,Queens Boulevard,Parsons Blvd,F,,,,,,,,,,,Stair,1,0,1,40.707062,-73.804332
1679,Queens Boulevard,Parsons Blvd,F,,,,,,,,,,,Stair,1,0,1,40.707358,-73.804498
1680,Queens Boulevard,Parsons Blvd,F,,,,,,,,,,,Stair,1,0,1,40.707063,-73.80462
1681,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.748705,-73.938471
1682,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.749086,-73.937896
1683,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.748697,-73.937364
1684,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.748807,-73.937057
1685,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.748466,-73.938244
1686,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.749577,-73.936094
1687,Queens Boulevard,Queens Plaza,E,M,R,,,,,,,,,Stair,1,1,1,40.749857,-73.936198
1688,Queens Boulevard,Steinway St,M,R,,,,,,,,,,Stair,1,0,1,40.758143,-73.919842
1689,Queens Boulevard,Steinway St,M,R,,,,,,,,,,Stair,1,0,1,40.758279,-73.919433
1690,Queens Boulevard,Steinway St,M,R,,,,,,,,,,Stair,1,0,1,40.756583,-73.921108
1691,Queens Boulevard,Steinway St,M,R,,,,,,,,,,Stair,1,0,1,40.756673,-73.920622
1692,Queens Boulevard,Sutphin Blvd,F,,,,,,,,,,,Stair,1,0,1,40.705591,-73.809481
1693,Queens Boulevard,Sutphin Blvd,F,,,,,,,,,,,Stair,1,0,1,40.705945,-73.809489
1694,Queens Boulevard,Sutphin Blvd,F,,,,,,,,,,,Stair,1,0,1,40.705538,-73.809717
1695,Queens Boulevard,Sutphin Blvd,F,,,,,,,,,,,Stair,1,0,1,40.705341,-73.81186
1696,Queens Boulevard,Sutphin Blvd,F,,,,,,,,,,,Stair,1,0,1,40.704906,-73.811956
1697,Queens Boulevard,Woodhaven Blvd,M,R,,,,,,,,,,Stair,1,0,1,40.733041,-73.870334
1698,Queens Boulevard,Woodhaven Blvd,M,R,,,,,,,,,,Stair,1,0,1,40.733354,-73.870983
1699,Queens Boulevard,Woodhaven Blvd,M,R,,,,,,,,,,Stair,1,0,1,40.733555,-73.869588
1700,Queens Boulevard,Woodhaven Blvd,M,R,,,,,,,,,,Stair,1,0,1,40.733188,-73.868605
1701,Rockaway,Aqueduct Racetrack,A,,,,,,,,,,,Ramp,0,0,0,40.672208,-73.834589
1702,Rockaway,Aqueduct-North Conduit Av,A,,,,,,,,,,,Door,1,0,1,40.667018,-73.83348
1703,Rockaway,Aqueduct-North Conduit Av,A,,,,,,,,,,,Stair,0,0,1,40.669339,-73.834721
1704,Rockaway,Beach 105th St,H,,,,,,,,,,,Stair,1,0,1,40.583187,-73.827388
1705,Rockaway,Beach 105th St,H,,,,,,,,,,,Stair,1,0,1,40.583369,-73.827474
1706,Rockaway,Beach 105th St,H,,,,,,,,,,,Stair,1,0,1,40.583248,-73.827163
1707,Rockaway,Beach 105th St,H,,,,,,,,,,,Stair,1,0,1,40.583435,-73.827232
1708,Rockaway,Beach 25th St,A,,,,,,,,,,,Stair,1,0,1,40.599708,-73.761959
1709,Rockaway,Beach 25th St,A,,,,,,,,,,,Stair,1,0,1,40.599427,-73.761807
1710,Rockaway,Beach 25th St,A,,,,,,,,,,,Stair,1,0,1,40.59967,-73.761596
1711,Rockaway,Beach 36th St,A,,,,,,,,,,,Stair,1,0,1,40.595617,-73.768032
1712,Rockaway,Beach 36th St,A,,,,,,,,,,,Stair,1,0,1,40.595297,-73.768206
1713,Rockaway,Beach 36th St,A,,,,,,,,,,,Stair,1,0,1,40.595445,-73.768313
1714,Rockaway,Beach 36th St,A,,,,,,,,,,,Stair,1,0,1,40.595469,-73.767919
1715,Rockaway,Beach 44th St,A,,,,,,,,,,,Stair,1,0,1,40.593106,-73.775743
1716,Rockaway,Beach 44th St,A,,,,,,,,,,,Stair,1,0,1,40.59286,-73.776109
1717,Rockaway,Beach 44th St,A,,,,,,,,,,,Stair,1,0,1,40.593079,-73.775985
1718,Rockaway,Beach 44th St,A,,,,,,,,,,,Stair,1,0,1,40.592897,-73.775715
1719,Rockaway,Beach 60th St,A,,,,,,,,,,,Stair,1,0,1,40.592269,-73.789578
1720,Rockaway,Beach 60th St,A,,,,,,,,,,,Stair,1,0,1,40.59249,-73.789161
1721,Rockaway,Beach 60th St,A,,,,,,,,,,,Stair,1,0,1,40.592292,-73.789153
1722,Rockaway,Beach 60th St,A,,,,,,,,,,,Stair,1,0,1,40.592478,-73.78941
1723,Rockaway,Beach 67th St,A,,,,,,,,,,,Stair,1,0,1,40.590744,-73.797789
1724,Rockaway,Beach 67th St,A,,,,,,,,,,,Stair,1,0,1,40.590901,-73.796609
1725,Rockaway,Beach 67th St,A,,,,,,,,,,,Stair,1,0,1,40.591123,-73.79646
1726,Rockaway,Beach 67th St,A,,,,,,,,,,,Stair,1,0,1,40.590951,-73.796176
1727,Rockaway,Beach 90th St,H,,,,,,,,,,,Stair,1,0,1,40.58808,-73.813907
1728,Rockaway,Beach 90th St,H,,,,,,,,,,,Stair,1,0,1,40.587929,-73.813755
1729,Rockaway,Beach 90th St,H,,,,,,,,,,,Stair,1,0,1,40.587999,-73.814117
1730,Rockaway,Beach 90th St,H,,,,,,,,,,,Stair,1,0,1,40.587814,-73.814037
1731,Rockaway,Beach 98th St,H,,,,,,,,,,,Stair,1,0,1,40.58554,-73.820345
1732,Rockaway,Beach 98th St,H,,,,,,,,,,,Stair,1,0,1,40.585342,-73.820249
1733,Rockaway,Beach 98th St,H,,,,,,,,,,,Stair,1,0,1,40.585208,-73.820595
1734,Rockaway,Broad Channel,A,H,,,,,,,,,,Stair,1,0,1,40.608007,-73.815967
1735,Rockaway,Far Rockaway-Mott Av,A,,,,,,,,,,,Door,1,0,1,40.604657,-73.754178
1736,Rockaway,Howard Beach,A,,,,,,,,,,,Elevator,1,1,1,40.660465,-73.830518
1737,Rockaway,Howard Beach,A,,,,,,,,,,,Elevator,1,1,1,40.660486,-73.830453
1738,Rockaway,Howard Beach,A,,,,,,,,,,,Stair,1,1,1,40.660372,-73.830369
1739,Rockaway,Howard Beach,A,,,,,,,,,,,Stair,1,1,1,40.66016,-73.830372
1740,Rockaway,Rockaway Park-Beach 116th,H,,,,,,,,,,,Door,1,1,1,40.58051,-73.837418
1741,Sea Beach,18th Av,N,,,,,,,,,,,Door,1,0,1,40.620062,-73.98941
1742,Sea Beach,18th Av,N,,,,,,,,,,,Door,1,0,1,40.621306,-73.991469
1743,Sea Beach,20th Av,N,,,,,,,,,,,Door,1,0,1,40.617341,-73.98484
1744,Sea Beach,86th St,N,,,,,,,,,,,Door,1,0,1,40.592724,-73.978227
1745,Sea Beach,8th Av,N,,,,,,,,,,,Door,1,0,1,40.634552,-74.010726
1746,Sea Beach,Av U,N,,,,,,,,,,,Door,1,0,1,40.596459,-73.978943
1747,Sea Beach,Av U,N,,,,,,,,,,,Door,1,0,1,40.598512,-73.979335
1748,Sea Beach,Bay Parkway-22nd Av,N,,,,,,,,,,,Door,1,0,1,40.612989,-73.982084
1749,Sea Beach,Bay Parkway-22nd Av,N,,,,,,,,,,,Door,1,0,1,40.610572,-73.981613
1750,Sea Beach,Fort Hamilton Parkway,N,,,,,,,,,,,Door,1,0,1,40.632179,-74.006658
